2.479093,0.000000,-0.522488,-0.854543
2.539070,0.000000,-1.078636,-1.740525
2.492203,0.000000,-1.619662,-2.605450
2.451513,0.000000,-2.175116,-3.428053
2.407489,0.000000,-2.759620,-4.200572
2.060495,0.000000,-3.158795,-4.924780
1.458010,0.000000,-3.581271,-5.387284
0.979580,0.000000,-3.837574,-5.646163
0.705951,0.000000,-4.014594,-5.825956
0.436019,0.000000,-4.116536,-5.932383
0.333272,0.000000,-4.202551,-6.017759
0.525506,0.000000,-4.333431,-6.145741
1.083564,0.000000,-4.571160,-6.399656
1.911710,0.000000,-5.109906,-6.839493
2.620859,0.000000,-5.900464,-7.429974
3.260247,0.000000,-7.020512,-8.034925
3.578350,0.000000,-8.359058,-8.522485
3.641479,0.000000,-9.842209,-8.824529
4.037724,0.000000,-11.525137,-8.798036
4.685128,0.000000,-13.501941,-8.400376
5.672041,0.000000,-15.721639,-7.665973
6.411205,0.000000,-17.980064,-6.512924
7.267860,0.000000,-20.306828,-4.912665
8.047739,0.000000,-23.094688,-3.112766
8.592915,0.000000,-25.839743,-1.473214
9.487604,0.000000,-29.286991,0.532947
10.093789,0.000000,-32.791637,2.715730
10.448285,0.000000,-36.654617,5.123857
10.780180,0.000000,-40.608727,7.575701
10.957667,0.000000,-44.604523,10.047459
11.077924,0.000000,-48.594547,12.511823
11.173817,0.000000,-52.599354,14.998188
11.275702,0.000000,-58.840942,18.971024
11.332111,0.000000,-62.812973,21.527491
11.409223,0.000000,-66.756729,24.119202
11.468994,0.000000,-70.688713,26.751106
11.540173,0.000000,-74.646919,29.397089
11.713732,0.000000,-78.643745,32.090942
11.940178,0.000000,-82.691635,34.866589
12.108886,0.000000,-86.779137,37.733791
12.184894,0.000000,-90.946396,40.663902
12.261797,0.000000,-95.104340,43.644581
12.301981,0.000000,-99.282814,46.619434
12.317430,0.000000,-103.423546,49.639591
12.319401,0.000000,-107.581757,52.713261
12.311316,0.000000,-111.659279,55.786377
12.292305,0.000000,-115.750397,58.872955
12.241153,0.000000,-119.829865,61.977825
12.190696,0.000000,-123.952682,64.971786
12.113234,0.000000,-127.983429,68.019768
12.071673,0.000000,-132.035843,70.930031
12.009336,0.000000,-136.017242,73.876022
11.987013,0.000000,-139.944580,76.981796
11.961995,0.000000,-143.823639,80.029617
11.927647,0.000000,-147.694626,83.093925
11.887828,0.000000,-140.964294,78.108223
11.821346,0.000000,-144.824509,81.133987
11.779568,0.000000,-148.484665,84.396233
11.719021,0.000000,-152.249176,87.478455
11.641832,0.000000,-155.961884,90.542496
11.599859,0.000000,-159.601059,93.532745
11.565499,0.000000,-163.300354,96.576569
11.568225,0.000000,-167.020950,99.573364
11.556169,0.000000,-170.777222,102.533096
11.506124,0.000000,-174.551758,105.467751
11.507313,0.000000,-178.317490,108.392784
11.515217,0.000000,-182.102158,111.241173
11.554373,0.000000,-185.911545,114.073563
11.634239,0.000000,-189.756317,116.976028
11.726412,0.000000,-193.668640,119.887917
11.817951,0.000000,-197.586975,122.767975
11.896700,0.000000,-201.550079,125.668411
11.898947,0.000000,-205.495331,128.621063
11.865843,0.000000,-209.415558,131.574722
11.854996,0.000000,-213.338470,134.524307
11.892360,0.000000,-217.227310,137.520966
11.963898,0.000000,-221.203247,140.520386
12.036152,0.000000,-225.117554,143.509811
12.057847,0.000000,-229.085236,146.536102
12.005462,0.000000,-232.975250,149.593292
11.908715,0.000000,-236.865234,152.627869
11.823925,0.000000,-240.772842,155.629333
11.703226,0.000000,-244.772934,158.635239
11.622652,0.000000,-248.625000,161.613815
11.487168,0.000000,-252.327484,164.494156
11.413604,0.000000,-256.118256,167.294724
11.234229,0.000000,-259.724884,170.227478
10.893061,0.000000,-263.194122,173.140976
10.404250,0.000000,-266.468933,175.969940
10.024814,0.000000,-269.602020,178.681732
9.874837,0.000000,-272.695770,181.385117
9.660947,0.000000,-275.711151,184.003601
9.326994,0.000000,-278.608917,186.558685
8.950809,0.000000,-281.385681,189.003372
8.597774,0.000000,-284.040955,191.367371
8.231465,0.000000,-286.541992,193.677017
7.771368,0.000000,-288.854279,195.912735
7.329983,0.000000,-291.028961,198.055847
6.991332,0.000000,-293.055969,200.134415
6.472671,0.000000,-294.919250,202.097595
5.900014,0.000000,-296.595978,203.896545
5.408399,0.000000,-298.114410,205.572052
4.983076,0.000000,-299.516083,207.122101
4.529831,0.000000,-300.757599,208.546158
4.016472,0.000000,-301.862183,209.827881
3.526532,0.000000,-302.823212,210.993210
3.035399,0.000000,-303.628113,211.992538
2.556016,0.000000,-304.295349,212.845978
2.101573,0.000000,-304.843109,213.547333
1.595933,0.000000,-305.301758,214.121887
1.316597,0.000000,-305.650543,214.572235
1.110670,0.000000,-305.951538,214.931976
0.863214,0.000000,-306.196289,215.248245
0.743410,0.000000,-306.386658,215.486343
0.607543,0.000000,-306.548920,215.693863
0.498635,0.000000,-306.672363,215.843079
0.439583,0.000000,-306.735687,215.925949
0.439583,0.000000,-306.735748,215.925919
