8.905524,-12.216627,4.409416,0.000272,0.000080,0.000080
9.274885,-12.470250,4.409569,0.000297,0.000105,0.000105
9.635909,-12.713192,4.402586,0.000310,0.000111,0.000111
10.010998,-12.949062,4.388607,0.000333,0.000093,0.000093
10.390551,-13.182144,4.372099,0.000357,0.000060,0.000060
10.769971,-13.400584,4.348449,0.000373,0.000037,0.000037
11.150480,-13.606044,4.316958,0.000384,0.000016,0.000016
11.532478,-13.810173,4.284677,0.000395,-0.000007,-0.000007
11.914260,-14.002114,4.254396,0.000413,-0.000026,-0.000026
12.296354,-14.193789,4.213239,0.000433,-0.000050,-0.000050
12.613338,-14.341733,4.174169,0.000444,-0.000069,-0.000069
12.992833,-14.509677,4.141475,0.000458,-0.000073,-0.000073
13.360779,-14.663854,4.108607,0.000478,-0.000086,-0.000086
13.738167,-14.824112,4.074871,0.000500,-0.000096,-0.000096
14.112634,-14.976165,4.033977,0.000509,-0.000109,-0.000109
14.481240,-15.119871,4.002815,0.000503,-0.000119,-0.000119
14.851955,-15.268536,3.975384,0.000516,-0.000131,-0.000131
15.219579,-15.411812,3.939124,0.000530,-0.000126,-0.000126
15.579308,-15.548722,3.913451,0.000524,-0.000119,-0.000119
15.941205,-15.683949,3.888483,0.000512,-0.000119,-0.000119
16.301836,-15.825622,3.868416,0.000496,-0.000117,-0.000117
16.661615,-15.966110,3.895553,0.000456,-0.000120,-0.000120
17.023531,-16.107454,3.953375,0.000409,-0.000118,-0.000118
17.387327,-16.251083,4.005028,0.000382,-0.000112,-0.000112
17.757793,-16.406469,4.036077,0.000388,-0.000114,-0.000114
18.072535,-16.540009,4.046646,0.000415,-0.000132,-0.000132
18.440838,-16.700747,4.039233,0.000450,-0.000159,-0.000159
18.804388,-16.871143,4.024192,0.000469,-0.000186,-0.000186
19.163725,-17.044722,4.006670,0.000481,-0.000200,-0.000200
19.503057,-17.213436,3.993298,0.000464,-0.000206,-0.000206
19.853752,-17.400906,3.979939,0.000436,-0.000222,-0.000222
20.191328,-17.588686,3.950319,0.000415,-0.000263,-0.000263
20.529127,-17.782684,3.929646,0.000394,-0.000299,-0.000299
20.857445,-17.985001,3.908946,0.000376,-0.000299,-0.000299
21.183397,-18.192926,3.899264,0.000357,-0.000284,-0.000284
21.483141,-18.397915,3.922200,0.000333,-0.000279,-0.000279
21.801453,-18.623276,3.965828,0.000312,-0.000278,-0.000278
22.117146,-18.862633,4.012996,0.000296,-0.000256,-0.000256
22.427876,-19.108261,4.052385,0.000295,-0.000210,-0.000210
22.737932,-19.367830,4.091220,0.000300,-0.000176,-0.000176
23.032782,-19.627007,4.130148,0.000305,-0.000170,-0.000170
23.333401,-19.906349,4.164896,0.000309,-0.000189,-0.000189
23.630756,-20.197063,4.201175,0.000317,-0.000216,-0.000216
23.923597,-20.492775,4.242529,0.000326,-0.000210,-0.000210
24.208120,-20.800272,4.287389,0.000331,-0.000175,-0.000175
24.487011,-21.120762,4.338187,0.000332,-0.000159,-0.000159
24.763777,-21.455263,4.395811,0.000334,-0.000174,-0.000174
25.010473,-21.763268,4.451879,0.000341,-0.000197,-0.000197
25.276024,-22.115509,4.508156,0.000369,-0.000220,-0.000220
25.530615,-22.475058,4.563500,0.000391,-0.000261,-0.000261
25.781984,-22.850527,4.615715,0.000400,-0.000314,-0.000314
26.022175,-23.229795,4.667938,0.000404,-0.000365,-0.000365
26.261189,-23.628878,4.726928,0.000408,-0.000391,-0.000391
26.433193,-23.933697,4.800134,0.000416,-0.000408,-0.000408
26.658398,-24.358313,4.875845,0.000430,-0.000422,-0.000422
26.878172,-24.795866,4.958411,0.000464,-0.000444,-0.000444
27.084137,-25.238922,5.037408,0.000502,-0.000481,-0.000481
27.285429,-25.700247,5.111475,0.000534,-0.000510,-0.000510
27.477758,-26.177380,5.192894,0.000542,-0.000534,-0.000534
27.662043,-26.667234,5.274715,0.000535,-0.000552,-0.000552
27.834204,-27.161526,5.359463,0.000531,-0.000562,-0.000562
27.996979,-27.669872,5.448733,0.000532,-0.000569,-0.000569
28.150826,-28.192966,5.528966,0.000527,-0.000584,-0.000584
28.296467,-28.729731,5.605022,0.000536,-0.000592,-0.000592
28.428511,-29.262037,5.669556,0.000556,-0.000602,-0.000602
28.552252,-29.818010,5.713833,0.000585,-0.000611,-0.000611
28.664351,-30.375973,5.729683,0.000609,-0.000605,-0.000605
28.764114,-30.937544,5.732055,0.000629,-0.000603,-0.000603
28.850462,-31.487251,5.726704,0.000644,-0.000599,-0.000599
28.929453,-32.053864,5.720487,0.000640,-0.000585,-0.000585
28.992887,-32.581238,5.712922,0.000632,-0.000579,-0.000579
29.050724,-33.150673,5.702678,0.000612,-0.000588,-0.000588
29.096748,-33.703331,5.692254,0.000597,-0.000591,-0.000591
29.133951,-34.268642,5.684217,0.000586,-0.000578,-0.000578
29.160784,-34.837715,5.677872,0.000587,-0.000567,-0.000567
29.176027,-35.352325,5.674945,0.000592,-0.000569,-0.000569
29.181751,-35.917786,5.675118,0.000596,-0.000572,-0.000572
29.176533,-36.465485,5.673411,0.000610,-0.000549,-0.000549
29.160744,-37.032246,5.673514,0.000618,-0.000496,-0.000496
29.136011,-37.597797,5.677814,0.000625,-0.000416,-0.000416
29.100039,-38.161900,5.692304,0.000639,-0.000330,-0.000330
29.054512,-38.728848,5.709864,0.000651,-0.000227,-0.000227
29.003677,-39.282761,5.726559,0.000668,-0.000120,-0.000120
28.947042,-39.852459,5.745648,0.000672,-0.000002,-0.000002
28.886963,-40.424145,5.766745,0.000655,0.000105,0.000105
28.825052,-40.995979,5.788681,0.000639,0.000207,0.000207
28.763069,-41.570759,5.811808,0.000611,0.000298,0.000298
28.700716,-42.148998,5.843379,0.000598,0.000370,0.000370
28.640577,-42.728531,5.876196,0.000625,0.000412,0.000412
28.598415,-43.198078,5.909625,0.000673,0.000435,0.000435
28.548613,-43.787334,5.938577,0.000740,0.000463,0.000463
28.509672,-44.356209,5.963614,0.000811,0.000522,0.000522
28.475420,-44.953468,5.985877,0.000868,0.000540,0.000540
28.450602,-45.549187,6.018615,0.000891,0.000511,0.000511
28.433271,-46.154469,6.048491,0.000889,0.000474,0.000474
28.425081,-46.758366,6.083366,0.000869,0.000471,0.000471
28.426912,-47.361450,6.121360,0.000849,0.000462,0.000462
28.436762,-47.973736,6.154944,0.000831,0.000434,0.000434
28.455496,-48.584213,6.191772,0.000823,0.000399,0.000399
28.482035,-49.204128,6.231925,0.000839,0.000355,0.000355
28.517452,-49.832771,6.274091,0.000865,0.000324,0.000324
28.560278,-50.461590,6.313000,0.000914,0.000292,0.000292
28.612394,-51.092976,6.350584,0.000955,0.000268,0.000268
28.671555,-51.728153,6.375978,0.000968,0.000238,0.000238
28.736340,-52.368557,6.402594,0.000946,0.000220,0.000220
28.800625,-52.942097,6.425838,0.000906,0.000201,0.000201
28.877993,-53.585567,6.445354,0.000846,0.000189,0.000189
28.959198,-54.217476,6.458943,0.000812,0.000191,0.000191
29.037346,-54.858200,6.458941,0.000803,0.000208,0.000208
